Name,Type
Коні,провулок
Ольги Барабан,вулиця
Марчуків,вулиця
Нінеля Голуба,вулиця
2-й Алли Горської,провулок
Калюська,вулиця
Г.Пененка,вулиця
Карпати,вулиця
Милого,вулиця
Ананьївська,вулиця
4-а Степова,вулиця
2-га Степова,вулиця
Оптимістів,вулиця
Хвилястий,провулок
Дюґова,вулиця
Шайба,вулиця
Запорожани,вулиця
Швабівка,вулиця
Кирнички,вулиця
Гарамишина,вулиця
2-й Загребельний,провулок
1-й Зелінського,провулок
Санаторська,вулиця
Михайла Проскурні,вулиця
Івана Ліщини-Мартиненка,вулиця
Федорівський,провулок
Ярослава Остапчука,вулиця
Малий Гончарівський,провулок
Малотаранівська,вулиця
Чухаленко,вулиця
Підгорянська,вулиця
Малиніна Балка,вулиця
Камʼяна Гора,вулиця
Михайла Цегельського,вулиця
